budget,genres,keywords,overview,release_date,tagline,title,cast,director
6000000,Comedy Family Fantasy,london england dancing parents kids relationship bank brother sister relationship,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",8/27/1964,It's supercalifragilisticexpialidocious!,Mary Poppins,Julie Andrews Dick Van Dyke David Tomlinson Glynis Johns Hermione Baddeley,Robert Stevenson
6000000,Drama,post traumatic stress  disorder depression suicide attempt grief dysfunctional family,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",9/19/1980,Everything is in its proper place...except the past.,Ordinary People,Donald Sutherland Mary Tyler Moore Judd Hirsch Timothy Hutton M. Emmet Walsh,Robert Redford
6000000,Crime Drama Music,slum street gang love at first sight showdown puerto rican,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.",10/18/1961,The screen achieves one of the great entertainments in the history of motion pictures,West Side Story,Natalie Wood Richard Beymer Russ Tamblyn Rita Moreno George Chakiris,Robert Wise
6000000,Comedy,golf underwear sport golf course gopher,"At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.",7/25/1980,The snobs against the slobs!,Caddyshack,Chevy Chase Rodney Dangerfield Ted Knight Michael O'Keefe Bill Murray,Harold Ramis
0,Comedy Drama Romance,independent film track and field gangster rap,"This is the story of four African-American ""yuppies"" (a banker, a doctor, a lawyer, and a ""playboy"") who call themselves ""The Brothers"". When the playboy gets engaged, the other three friends find themselves having to come to terms with their own issues of commitment and honesty...",3/23/2001,,The Brothers,Morris Chestnut D. L. Hughley Bill Bellamy Shemar Moore Tatyana Ali,Gary Hardwick
6000000,Comedy Drama Romance,,"In the panicky, uncertain hours before his wedding, a groom with prenuptial jitters and his two best friends reminisce about growing up together in the middle-class African-American neighborhood of Inglewood, California. Flashing back to the twenty-something trio's childhood exploits, the memories capture the mood and nostalgia of the '80s era.",7/16/1999,From best friends to best men.,The Wood,Omar Epps Richard T. Jones Taye Diggs Malinda Williams Sean Nelson,Rick Famuyiwa
6000000,Drama Crime Thriller,law relatives theft criminal criminal mastermind,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",7/19/1995,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,Stephen Baldwin Gabriel Byrne Chazz Palminteri Kevin Pollak Pete Postlethwaite,Bryan Singer
8000000,Horror Thriller,nun baby monster asylum nightmare,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",8/11/1989,"Now Freddy’s a daddy, he’s killing for two.",A Nightmare on Elm Street 5: The Dream Child,Robert Englund Lisa Wilcox Erika Anderson Valorie Armstrong Michael Ashton,Stephen Hopkins
5000000,Comedy Romance,male nudity female nudity sex college locker room,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",3/29/2002,Don't Graduate. Celebrate.,National Lampoon’s Van Wilder,Ryan Reynolds Tara Reid Tim Matheson Kal Penn Simon Helberg,Walt Becker
6000000,Drama Romance,supermarket heart attack ambition daughter wrestling,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",9/7/2008,Love. Pain. Glory.,The Wrestler,Mickey Rourke Marisa Tomei Evan Rachel Wood Mark Margolis Todd Barry,Darren Aronofsky
6000000,Western,half breed,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad.",12/31/1946,Emotions . . . As Violent As The Wind-Swept Prairie !,Duel in the Sun,Jennifer Jones Joseph Cotten Gregory Peck Lionel Barrymore Herbert Marshall,King Vidor
0,Comedy,illinois pet shop poodle independent film mockumentary,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",9/19/2000,Some pets deserve a little more respect than others.,Best in Show,Jay Brazeau Parker Posey Michael Hitchcock Catherine O'Hara Eugene Levy,Christopher Guest
6000000,Science Fiction Action,taxi street gang usa president war veteran hostage,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",5/22/1981,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,Escape from New York,Kurt Russell Lee Van Cleef Ernest Borgnine Donald Pleasence Isaac Hayes,John Carpenter
0,Comedy Drama,musical,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,2/12/1988,,School Daze,Samuel L. Jackson Laurence Fishburne Giancarlo Esposito Tisha Campbell-Martin Ossie Davis,Spike Lee
6000000,Comedy Family,competition grandfather grandson relationship vomit summer camp toilet,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",8/8/2007,The summer is going to be in tents.,Daddy Day Camp,Cuba Gooding Jr. Tamala Jones Paul Rae Lochlyn Munro Richard Gant,Fred Savage
12716953,Crime Action Comedy,journalist martial arts cook drug dealer,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,1/31/1997,Fight first. Apologize later.,Mr. Nice Guy,Jackie Chan Richard Norton Miki Lee Gabrielle Fitzpatrick Karen McLymont,Sammo Hung
6000000,Comedy Music,mockumentary folk singer,"In ""A Mighty Wind"", director Christopher Guest reunites the team from ""Best In Show"" and ""Waiting for Guffman"" to tell tell the story of 60's-era folk musicians, who inspired by the death of their former manager, get back on the stage for one concert in New York City's Town Hall.",4/16/2003,"Back together for the first time, again.",A Mighty Wind,Bob Balaban Christopher Guest John Michael Higgins Eugene Levy Jane Lynch,Christopher Guest
0,Comedy Drama Romance,independent film commitment lobster portuguese american,Three teenage girls come of age while working at a pizza parlor in Mystic Connecticut.,10/13/1988,A Romantic Comedy With The Works,Mystic Pizza,Annabeth Gish Julia Roberts Lili Taylor Vincent D'Onofrio William R. Moses,Donald Petrie
6000000,Comedy Drama Fantasy Romance,double life commercial fantasy chance marketing,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",4/23/1998,What if one split second sent your life in two completely different directions?.,Sliding Doors,Gwyneth Paltrow John Hannah John Lynch Jeanne Tripplehorn Zara Turner,Peter Howitt
